framework              , test                                                         , time     , metrics                                                                                         
$mol_wire              , 10x5 - 2 sources - read 20% (simple component)               , 753.48   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
$mol_wire              , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 466.03   , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
$mol_wire              , 1000x12 - 4 sources - dynamic (large web app)                , 968.61   , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
$mol_wire              , 1000x5 - 25 sources (wide dense)                             , 946.18   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
$mol_wire              , 5x500 - 3 sources (deep)                                     , 411.21   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
Oby                    , avoidablePropagation                                         , 1.68     ,                                                                                                 
Oby                    , broadPropagation                                             , 1.55     ,                                                                                                 
Oby                    , deepPropagation                                              , 0.62     ,                                                                                                 
Oby                    , diamond                                                      , 1.48     ,                                                                                                 
Oby                    , mux                                                          , 1.07     ,                                                                                                 
Oby                    , repeatedObservers                                            , 0.38     ,                                                                                                 
Oby                    , triangle                                                     , 0.59     ,                                                                                                 
Oby                    , unstable                                                     , 0.41     ,                                                                                                 
Oby                    , manyEffectsFromOneSource                                     , 443.27   ,                                                                                                 
Oby                    , manySourcesIntoOneComputedEffectWithDirect                   , 248.13   ,                                                                                                 
Oby                    , manySourcesIntoOneComputedEffect                             , 233.28   ,                                                                                                 
Oby                    , manySourcesIntoOneDirectEffect                               , 79.77    ,                                                                                                 
Oby                    , molBench                                                     , 0.17     ,                                                                                                 
Oby                    , createDataSignals                                            , 21.00    ,                                                                                                 
Oby                    , createComputations0to1                                       , 67.43    ,                                                                                                 
Oby                    , createComputations1to1                                       , 76.72    ,                                                                                                 
Oby                    , createComputations2to1                                       , 45.50    ,                                                                                                 
Oby                    , createComputations4to1                                       , 23.94    ,                                                                                                 
Oby                    , createComputations1000to1                                    , 0.21     ,                                                                                                 
Oby                    , createComputations1to2                                       , 73.84    ,                                                                                                 
Oby                    , createComputations1to4                                       , 73.06    ,                                                                                                 
Oby                    , createComputations1to8                                       , 67.65    ,                                                                                                 
Oby                    , createComputations1to1000                                    , 65.38    ,                                                                                                 
Oby                    , updateComputations1to1                                       , 19.66    ,                                                                                                 
Oby                    , updateComputations2to1                                       , 9.83     ,                                                                                                 
Oby                    , updateComputations4to1                                       , 5.06     ,                                                                                                 
Oby                    , updateComputations1000to1                                    , 0.13     ,                                                                                                 
Oby                    , updateComputations1to2                                       , 9.96     ,                                                                                                 
Oby                    , updateComputations1to4                                       , 4.94     ,                                                                                                 
Oby                    , updateComputations1to1000                                    , 0.78     ,                                                                                                 
Oby                    , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 664.18   , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
Oby                    , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1003.56  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
Oby                    , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 541.78   , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
Oby                    , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 960.51   , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
Oby                    , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 145.48   , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
Oby                    , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 150.95   , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
Oby                    , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 950.19   , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
Oby                    , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 18.72    , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
Oby                    , 32x8 - 4 sources - pull (pure pull)                          , 2.29     , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
Oby                    , 32x8 - 4 sources - push (pure push)                          , 298.85   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220042              
Oby                    , 10x5 - 2 sources - read 20% (simple component)               , 515.47   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
Oby                    , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 391.68   , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
Oby                    , 1000x12 - 4 sources - dynamic (large web app)                , 700.22   , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
Oby                    , 1000x5 - 25 sources (wide dense)                             , 777.30   , nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=18393900 sinkReads=3001000            
Oby                    , 5x500 - 3 sources (deep)                                     , 333.48   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
Signia                 , avoidablePropagation                                         , 4.41     ,                                                                                                 
Signia                 , broadPropagation                                             , 3.46     ,                                                                                                 
Signia                 , deepPropagation                                              , 1.85     ,                                                                                                 
Signia                 , diamond                                                      , 4.57     ,                                                                                                 
Signia                 , mux                                                          , 2.97     ,                                                                                                 
Signia                 , repeatedObservers                                            , 0.87     ,                                                                                                 
Signia                 , triangle                                                     , 1.47     ,                                                                                                 
Signia                 , unstable                                                     , 1.23     ,                                                                                                 
Signia                 , manyEffectsFromOneSource                                     , 513.43   ,                                                                                                 
Signia                 , manySourcesIntoOneComputedEffectWithDirect                   , 426.18   ,                                                                                                 
Signia                 , manySourcesIntoOneComputedEffect                             , 426.64   ,                                                                                                 
Signia                 , manySourcesIntoOneDirectEffect                               , 112.96   ,                                                                                                 
Signia                 , molBench                                                     , 0.23     ,                                                                                                 
Signia                 , createDataSignals                                            , 20.13    ,                                                                                                 
Signia                 , createComputations0to1                                       , 44.96    ,                                                                                                 
Signia                 , createComputations1to1                                       , 46.98    ,                                                                                                 
Signia                 , createComputations2to1                                       , 46.07    ,                                                                                                 
Signia                 , createComputations4to1                                       , 13.97    ,                                                                                                 
Signia                 , createComputations1000to1                                    , 0.17     ,                                                                                                 
Signia                 , createComputations1to2                                       , 47.15    ,                                                                                                 
Signia                 , createComputations1to4                                       , 46.08    ,                                                                                                 
Signia                 , createComputations1to8                                       , 45.67    ,                                                                                                 
Signia                 , createComputations1to1000                                    , 44.09    ,                                                                                                 
Signia                 , updateComputations1to1                                       , 67.58    ,                                                                                                 
Signia                 , updateComputations2to1                                       , 27.22    ,                                                                                                 
Signia                 , updateComputations4to1                                       , 13.38    ,                                                                                                 
Signia                 , updateComputations1000to1                                    , 0.22     ,                                                                                                 
Signia                 , updateComputations1to2                                       , 27.59    ,                                                                                                 
Signia                 , updateComputations1to4                                       , 13.47    ,                                                                                                 
Signia                 , updateComputations1to1000                                    , 0.63     ,                                                                                                 
Signia                 , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 1157.96  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
Signia                 , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1148.66  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
Signia                 , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1112.69  , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
Signia                 , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1233.84  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
Signia                 , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 228.98   , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
Signia                 , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 281.03   , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
Signia                 , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 1038.00  , nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed=12232704 sinkReads=49664            
Signia                 , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 124.94   , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
Signia                 , 32x8 - 4 sources - pull (pure pull)                          , 4.67     , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
Signia                 , 32x8 - 4 sources - push (pure push)                          , 333.10   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
Signia                 , 10x5 - 2 sources - read 20% (simple component)               , 558.24   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
Signia                 , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 335.28   , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
Signia                 , 1000x12 - 4 sources - dynamic (large web app)                , 4574.13  , SLOW/CAPPED samples=1 ceiling=1500ms nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed
Signia                 , 1000x5 - 25 sources (wide dense)                             , 2853.11  , SLOW/CAPPED samples=1 ceiling=1500ms nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=1
Signia                 , 5x500 - 3 sources (deep)                                     , 273.31   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
SolidJS                , avoidablePropagation                                         , 1.65     ,                                                                                                 
SolidJS                , broadPropagation                                             , 2.24     ,                                                                                                 
SolidJS                , deepPropagation                                              , 0.80     ,                                                                                                 
SolidJS                , diamond                                                      , 1.80     ,                                                                                                 
SolidJS                , mux                                                          , 1.27     ,                                                                                                 
SolidJS                , repeatedObservers                                            , 0.46     ,                                                                                                 
SolidJS                , triangle                                                     , 0.66     ,                                                                                                 
SolidJS                , unstable                                                     , 0.55     ,                                                                                                 
SolidJS                , manyEffectsFromOneSource                                     , 552.20   ,                                                                                                 
SolidJS                , manySourcesIntoOneComputedEffectWithDirect                   , 367.75   ,                                                                                                 
SolidJS                , manySourcesIntoOneComputedEffect                             , 359.07   ,                                                                                                 
SolidJS                , manySourcesIntoOneDirectEffect                               , 93.68    ,                                                                                                 
SolidJS                , molBench                                                     , 0.17     ,                                                                                                 
SolidJS                , createDataSignals                                            , 19.77    ,                                                                                                 
SolidJS                , createComputations0to1                                       , 111.71   ,                                                                                                 
SolidJS                , createComputations1to1                                       , 131.87   ,                                                                                                 
SolidJS                , createComputations2to1                                       , 145.67   ,                                                                                                 
SolidJS                , createComputations4to1                                       , 109.82   ,                                                                                                 
SolidJS                , createComputations1000to1                                    , 8.50     ,                                                                                                 
SolidJS                , createComputations1to2                                       , 174.75   ,                                                                                                 
SolidJS                , createComputations1to4                                       , 165.88   ,                                                                                                 
SolidJS                , createComputations1to8                                       , 171.40   ,                                                                                                 
SolidJS                , createComputations1to1000                                    , 151.43   ,                                                                                                 
SolidJS                , updateComputations1to1                                       , 107.31   ,                                                                                                 
SolidJS                , updateComputations2to1                                       , 74.12    ,                                                                                                 
SolidJS                , updateComputations4to1                                       , 52.94    ,                                                                                                 
SolidJS                , updateComputations1000to1                                    , 62.55    ,                                                                                                 
SolidJS                , updateComputations1to2                                       , 91.63    ,                                                                                                 
SolidJS                , updateComputations1to4                                       , 87.70    ,                                                                                                 
SolidJS                , updateComputations1to1000                                    , 74.85    ,                                                                                                 
SolidJS                , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 2667.58  , SLOW/CAPPED samples=1 ceiling=1500ms nodesRecomputed=6000270 nodesVisited=6000270 edgesTraversed
SolidJS                , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 2143.96  , SLOW/CAPPED samples=1 ceiling=1500ms nodesRecomputed=5670087 nodesVisited=5670087 edgesTraversed
SolidJS                , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1377.97  , nodesRecomputed=2700620 nodesVisited=2700620 edgesTraversed=13502767 sinkReads=660022           
SolidJS                , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1995.29  , SLOW/CAPPED samples=1 ceiling=1500ms nodesRecomputed=4320213 nodesVisited=4320213 edgesTraversed
SolidJS                , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 380.40   , nodesRecomputed=233240 nodesVisited=233240 edgesTraversed=932960 sinkReads=61952                
SolidJS                , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 394.97   , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
SolidJS                , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 2704.02  , SLOW/CAPPED samples=1 ceiling=1572ms nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed
SolidJS                , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 37.12    , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
SolidJS                , 32x8 - 4 sources - pull (pure pull)                          , 412.23   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=32                  
SolidJS                , 32x8 - 4 sources - push (pure push)                          , 479.25   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
SolidJS                , 10x5 - 2 sources - read 20% (simple component)               , 2210.69  , SLOW/CAPPED samples=1 ceiling=1500ms nodesRecomputed=8400026 nodesVisited=8400026 edgesTraversed
SolidJS                , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 789.88   , nodesRecomputed=1290004 nodesVisited=1290004 edgesTraversed=7739922 sinkReads=30002             
SolidJS                , 1000x12 - 4 sources - dynamic (large web app)                , 1413.14  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
SolidJS                , 1000x5 - 25 sources (wide dense)                             , 1651.51  , SLOW/CAPPED samples=1 ceiling=1500ms nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=1
SolidJS                , 5x500 - 3 sources (deep)                                     , 709.09   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
uSignal                , avoidablePropagation                                         , 3.56     ,                                                                                                 
uSignal                , broadPropagation                                             , 5.18     ,                                                                                                 
uSignal                , deepPropagation                                              , 0.68     ,                                                                                                 
uSignal                , diamond                                                      , 1.66     ,                                                                                                 
uSignal                , mux                                                          , 2.10     ,                                                                                                 
uSignal                , repeatedObservers                                            , 0.33     ,                                                                                                 
uSignal                , triangle                                                     , 0.66     ,                                                                                                 
uSignal                , unstable                                                     , 0.34     ,                                                                                                 
uSignal                , manyEffectsFromOneSource                                     , 732.84   ,                                                                                                 
uSignal                , manySourcesIntoOneComputedEffectWithDirect                   , 353.25   ,                                                                                                 
uSignal                , manySourcesIntoOneComputedEffect                             , 351.02   ,                                                                                                 
uSignal                , manySourcesIntoOneDirectEffect                               , 87.39    ,                                                                                                 
uSignal                , molBench                                                     , 0.21     ,                                                                                                 
uSignal                , createDataSignals                                            , 26.66    ,                                                                                                 
uSignal                , createComputations0to1                                       , 36.53    ,                                                                                                 
uSignal                , createComputations1to1                                       , 40.98    ,                                                                                                 
uSignal                , createComputations2to1                                       , 23.13    ,                                                                                                 
uSignal                , createComputations4to1                                       , 13.65    ,                                                                                                 
uSignal                , createComputations1000to1                                    , 0.18     ,                                                                                                 
uSignal                , createComputations1to2                                       , 43.60    ,                                                                                                 
uSignal                , createComputations1to4                                       , 39.18    ,                                                                                                 
uSignal                , createComputations1to8                                       , 38.20    ,                                                                                                 
uSignal                , createComputations1to1000                                    , 36.16    ,                                                                                                 
uSignal                , updateComputations1to1                                       , 10.81    ,                                                                                                 
uSignal                , updateComputations2to1                                       , 5.82     ,                                                                                                 
uSignal                , updateComputations4to1                                       , 2.89     ,                                                                                                 
uSignal                , updateComputations1000to1                                    , 0.10     ,                                                                                                 
uSignal                , updateComputations1to2                                       , 5.29     ,                                                                                                 
uSignal                , updateComputations1to4                                       , 2.64     ,                                                                                                 
uSignal                , updateComputations1to1000                                    , 0.52     ,                                                                                                 
uSignal                , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 884.64   , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
uSignal                , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1347.68  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
uSignal                , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 885.75   , nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed=8827231 sinkReads=660022            
uSignal                , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1316.30  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
uSignal                , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 400.65   , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
uSignal                , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 391.06   , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
uSignal                , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 2715.22  , SLOW/CAPPED samples=1 ceiling=1572ms nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed
uSignal                , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 37.91    , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
uSignal                , 32x8 - 4 sources - pull (pure pull)                          , 4.97     , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
uSignal                , 32x8 - 4 sources - push (pure push)                          , 421.59   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
uSignal                , 10x5 - 2 sources - read 20% (simple component)               , 668.69   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
uSignal                , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 585.54   , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
uSignal                , 1000x12 - 4 sources - dynamic (large web app)                , 1024.88  , nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed=5891713 sinkReads=7001000           
uSignal                , 1000x5 - 25 sources (wide dense)                             , 2105.93  , SLOW/CAPPED samples=1 ceiling=1500ms nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=1
uSignal                , 5x500 - 3 sources (deep)                                     , 529.75   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
@vue/reactivity        , avoidablePropagation                                         , 1.85     ,                                                                                                 
@vue/reactivity        , broadPropagation                                             , 1.28     ,                                                                                                 
@vue/reactivity        , deepPropagation                                              , 0.53     ,                                                                                                 
@vue/reactivity        , diamond                                                      , 1.40     ,                                                                                                 
@vue/reactivity        , mux                                                          , 1.25     ,                                                                                                 
@vue/reactivity        , repeatedObservers                                            , 0.23     ,                                                                                                 
@vue/reactivity        , triangle                                                     , 0.44     ,                                                                                                 
@vue/reactivity        , unstable                                                     , 0.31     ,                                                                                                 
@vue/reactivity        , manyEffectsFromOneSource                                     , 352.23   ,                                                                                                 
@vue/reactivity        , manySourcesIntoOneComputedEffectWithDirect                   , 300.79   ,                                                                                                 
@vue/reactivity        , manySourcesIntoOneComputedEffect                             , 293.38   ,                                                                                                 
@vue/reactivity        , manySourcesIntoOneDirectEffect                               , 87.58    ,                                                                                                 
@vue/reactivity        , molBench                                                     , 0.27     ,                                                                                                 
@vue/reactivity        , createDataSignals                                            , 17.45    ,                                                                                                 
@vue/reactivity        , createComputations0to1                                       , 41.11    ,                                                                                                 
@vue/reactivity        , createComputations1to1                                       , 41.53    ,                                                                                                 
@vue/reactivity        , createComputations2to1                                       , 22.12    ,                                                                                                 
@vue/reactivity        , createComputations4to1                                       , 12.59    ,                                                                                                 
@vue/reactivity        , createComputations1000to1                                    , 0.19     ,                                                                                                 
@vue/reactivity        , createComputations1to2                                       , 44.40    ,                                                                                                 
@vue/reactivity        , createComputations1to4                                       , 43.76    ,                                                                                                 
@vue/reactivity        , createComputations1to8                                       , 50.56    ,                                                                                                 
@vue/reactivity        , createComputations1to1000                                    , 40.63    ,                                                                                                 
@vue/reactivity        , updateComputations1to1                                       , 12.33    ,                                                                                                 
@vue/reactivity        , updateComputations2to1                                       , 6.14     ,                                                                                                 
@vue/reactivity        , updateComputations4to1                                       , 3.08     ,                                                                                                 
@vue/reactivity        , updateComputations1000to1                                    , 0.09     ,                                                                                                 
@vue/reactivity        , updateComputations1to2                                       , 6.12     ,                                                                                                 
@vue/reactivity        , updateComputations1to4                                       , 3.09     ,                                                                                                 
@vue/reactivity        , updateComputations1to1000                                    , 0.36     ,                                                                                                 
@vue/reactivity        , 64x6 - 4 sources - dynamic - read 12% (dashboard selective r , 1375.59  , nodesRecomputed=2642029 nodesVisited=2642029 edgesTraversed=10568081 sinkReads=960008           
@vue/reactivity        , 24x8 - 3 sources - dynamic - read 40% (editor derived state) , 1230.19  , nodesRecomputed=4736332 nodesVisited=4736332 edgesTraversed=14208887 sinkReads=900010           
@vue/reactivity        , 120x7 - 5 sources - dynamic - read 18% (kanban board)        , 1912.78  , SLOW/CAPPED samples=1 ceiling=1500ms nodesRecomputed=1765496 nodesVisited=1765496 edgesTraversed
@vue/reactivity        , 40x10 - 4 sources - dynamic - read 60% (entity detail page)  , 1397.36  , nodesRecomputed=3984210 nodesVisited=3984210 edgesTraversed=15936789 sinkReads=720024           
@vue/reactivity        , 256->512x32 - fanIn 4 - layered-dag - 4 sources (layered ful , 368.04   , nodesRecomputed=249624 nodesVisited=249624 edgesTraversed=998496 sinkReads=61952                
@vue/reactivity        , 256->512x32 - fanIn 4 - layered-dag - 4 sources - warm 320 ( , 733.54   , nodesRecomputed=235200 nodesVisited=235200 edgesTraversed=940800 sinkReads=61952                
@vue/reactivity        , 256->512x32 - fanIn 8 - layered-dag - 8 sources - burst 16 - , 2364.35  , SLOW/CAPPED samples=1 ceiling=1572ms nodesRecomputed=1529088 nodesVisited=1529088 edgesTraversed
@vue/reactivity        , 256->512x32 - fanIn 8 - diamond-mesh - 8 sources - warm 256  , 159.98   , nodesRecomputed=24576 nodesVisited=24576 edgesTraversed=196608 sinkReads=49664                  
@vue/reactivity        , 32x8 - 4 sources - pull (pure pull)                          , 2.70     , nodesRecomputed=224 nodesVisited=224 edgesTraversed=896 sinkReads=32                            
@vue/reactivity        , 32x8 - 4 sources - push (pure push)                          , 360.83   , nodesRecomputed=910133 nodesVisited=910133 edgesTraversed=3640532 sinkReads=220010              
@vue/reactivity        , 10x5 - 2 sources - read 20% (simple component)               , 644.83   , nodesRecomputed=3180010 nodesVisited=3180010 edgesTraversed=6360020 sinkReads=1200002           
@vue/reactivity        , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 419.05   , nodesRecomputed=1140004 nodesVisited=1140004 edgesTraversed=6839936 sinkReads=30002             
@vue/reactivity        , 1000x12 - 4 sources - dynamic (large web app)                , 5256.23  , SLOW/CAPPED samples=1 ceiling=1500ms nodesRecomputed=1473786 nodesVisited=1473786 edgesTraversed
@vue/reactivity        , 1000x5 - 25 sources (wide dense)                             , 7022.00  , SLOW/CAPPED samples=1 ceiling=1500ms nodesRecomputed=735756 nodesVisited=735756 edgesTraversed=1
@vue/reactivity        , 5x500 - 3 sources (deep)                                     , 373.28   , nodesRecomputed=1246502 nodesVisited=1246502 edgesTraversed=3739506 sinkReads=2505              
